Age,Education,MaritalStatus,Occupation,Race,Gender,HoursPerWeek,Country,Salary
43, Bachelors, Married-civ-spouse, Transport-moving, White, Male,45, United-States, <=50K
43, Bachelors, Divorced, Exec-managerial, White, Male,45, United-States, >50K
22, HS-grad, Married-spouse-absent, Sales, White, Male,55, United-States, <=50K
28, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
56, Some-college, Married-civ-spouse, Sales, White, Male,45, United-States, <=50K
22, Assoc-acdm, Never-married, Sales, White, Female,15, United-States, <=50K
57, Bachelors, Divorced, Exec-managerial, White, Female,45, United-States, >50K
39, HS-grad, Divorced, Sales, White, Female,40, United-States, <=50K
26, Some-college, Never-married, Adm-clerical, White, Female,15, United-States, <=50K
17, 11th, Never-married, Other-service, White, Male,10, United-States, <=50K
40, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Male,38, United-States, >50K
45, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, <=50K
44, HS-grad, Never-married, Craft-repair, Black, Male,40, United-States, <=50K
20, Some-college, Never-married, Adm-clerical, White, Female,10, United-States, <=50K
33, HS-grad, Married-civ-spouse, Craft-repair, White, Female,40, United-States, <=50K
23, Some-college, Never-married, Sales, White, Male,40, United-States, <=50K
46, Masters, Divorced, Exec-managerial, White, Male,30, United-States, <=50K
38, HS-grad, Married-civ-spouse, Sales, White, Male,50, United-States, <=50K
54, HS-grad, Divorced, Transport-moving, White, Male,40, United-States, <=50K
46, 5th-6th, Divorced, Craft-repair, White, Female,45, United-States, <=50K
25, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
46, Some-college, Divorced, Sales, White, Female,40, United-States, <=50K
36, Some-college, Married-civ-spouse, Transport-moving, White, Female,40, United-States, <=50K
23, HS-grad, Never-married, Other-service, White, Female,25, United-States, <=50K
29, HS-grad, Separated, Machine-op-inspct, White, Male,40, United-States, <=50K
44, Some-college, Married-civ-spouse, Adm-clerical, White, Female,6, United-States, >50K
19, Some-college, Never-married, Adm-clerical, White, Female,16, United-States, <=50K
19, HS-grad, Never-married, Other-service, White, Female,40, United-States, <=50K
35, HS-grad, Married-civ-spouse, Other-service, White, Female,40, United-States, >50K
27, Bachelors, Never-married, Craft-repair, White, Male,50, United-States, <=50K
46, Assoc-acdm, Separated, Craft-repair, White, Male,40, United-States, <=50K
34, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, ?, >50K
34, HS-grad, Never-married, Other-service, White, Female,35, United-States, <=50K
44, Some-college, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
45, Some-college, Divorced, Handlers-cleaners, White, Female,40, United-States, <=50K
20, HS-grad, Never-married, ?, White, Female,35, United-States, <=50K
25, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,55, United-States, >50K
52, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
20, Some-college, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
28, Some-college, Never-married, Other-service, White, Female,40, United-States, <=50K
50, Bachelors, Married-civ-spouse, Protective-serv, White, Male,40, United-States, >50K
34, Assoc-voc, Divorced, Tech-support, White, Female,64, United-States, <=50K
28, 7th-8th, Married-civ-spouse, Handlers-cleaners, Other, Male,40, Puerto-Rico, <=50K
41, Masters, Married-civ-spouse, Exec-managerial, White, Male,65, United-States, >50K
28, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
46, HS-grad, Married-civ-spouse, Craft-repair, White, Male,25, United-States, <=50K
28, Some-college, Married-civ-spouse, ?, White, Female,40, United-States, >50K
32, Some-college, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, <=50K
41, Some-college, Divorced, Other-service, Black, Female,24, United-States, <=50K
24, HS-grad, Never-married, Handlers-cleaners, Black, Female,40, United-States, <=50K
33, Some-college, Divorced, Exec-managerial, White, Female,40, United-States, <=50K
46, Doctorate, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, >50K
31, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
35, 12th, Divorced, Craft-repair, White, Male,50, United-States, >50K
52, 1st-4th, Married-civ-spouse, Machine-op-inspct, White, Male,40, Mexico, <=50K
30, 11th, Never-married, Other-service, White, Female,19, United-States, <=50K
34, 11th, Separated, Machine-op-inspct, Black, Male,40, United-States, <=50K
34, HS-grad, Divorced, Transport-moving, White, Female,40, United-States, <=50K
20, Some-college, Married-civ-spouse, Sales, White, Male,30, United-States, <=50K
17, 11th, Never-married, Handlers-cleaners, White, Male,18, United-States, <=50K
32, Bachelors, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, >50K
29, HS-grad, Divorced, Farming-fishing, White, Male,40, United-States, <=50K
33, 10th, Never-married, Craft-repair, White, Female,35, United-States, <=50K
25, HS-grad, Married-civ-spouse, Transport-moving, White, Male,60, United-States, <=50K
36, Masters, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
23, HS-grad, Never-married, Handlers-cleaners, White, Male,72, Dominican-Republic, <=50K
63, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
47, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
80, HS-grad, Widowed, ?, White, Male,24, United-States, <=50K
17, 11th, Never-married, ?, White, Male,40, United-States, <=50K
40, Bachelors, Married-spouse-absent, Prof-specialty, White, Female,40, United-States, <=50K
30, Assoc-acdm, Married-civ-spouse, Other-service, White, Female,25, United-States, >50K
27, Some-college, Never-married, Craft-repair, Asian-Pac-Islander, Male,40, Philippines, <=50K
33, Masters, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
34, HS-grad, Never-married, Farming-fishing, Black, Male,60, United-States, <=50K
34, Some-college, Never-married, Protective-serv, White, Female,40, United-States, <=50K
23, Some-college, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
42, Some-college, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, <=50K
29, Bachelors, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
45, HS-grad, Divorced, Adm-clerical, White, Female,28, United-States, <=50K
24, HS-grad, Never-married, Armed-Forces, White, Male,40, United-States, <=50K
44, Some-college, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
27, 9th, Never-married, Craft-repair, White, Male,40, Mexico, <=50K
20, Some-college, Never-married, Sales, White, Male,35, United-States, <=50K
44, HS-grad, Widowed, Exec-managerial, Black, Female,40, United-States, <=50K
51, HS-grad, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States, <=50K
20, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
17, 11th, Never-married, ?, White, Female,5, United-States, <=50K
19, HS-grad, Never-married, Machine-op-inspct, Black, Female,40, United-States, <=50K
45, Some-college, Married-civ-spouse, Craft-repair, White, Male,55, United-States, >50K
60, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
42, Assoc-acdm, Married-civ-spouse, Exec-managerial, Black, Male,40, ?, >50K
44, HS-grad, Married-civ-spouse, Sales, White, Female,40, United-States, >50K
40, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male,40, United-States, >50K
30, HS-grad, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, <=50K
38, Some-college, Married-civ-spouse, Transport-moving, Black, Male,50, United-States, <=50K
23, HS-grad, Married-civ-spouse, Transport-moving, White, Male,60, United-States, <=50K
32, Some-college, Married-civ-spouse, ?, White, Male,40, United-States, <=50K
44, Assoc-acdm, Never-married, Farming-fishing, White, Male,40, United-States, <=50K
54, HS-grad, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, <=50K
32, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, <=50K
50, 1st-4th, Married-spouse-absent, Craft-repair, White, Male,40, United-States, <=50K
24, Bachelors, Never-married, Tech-support, White, Female,20, United-States, <=50K
37, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,60, United-States, <=50K
52, HS-grad, Divorced, Transport-moving, White, Male,40, United-States, <=50K
38, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
49, Masters, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
30, Bachelors, Married-civ-spouse, Tech-support, White, Female,16, United-States, >50K
60, Some-college, Never-married, Prof-specialty, White, Male,40, United-States, >50K
22, Some-college, Never-married, ?, White, Male,40, United-States, <=50K
35, HS-grad, Never-married, Craft-repair, White, Male,40, United-States, <=50K
30, HS-grad, Never-married, Transport-moving, White, Male,60, United-States, <=50K
67, Assoc-voc, Divorced, Other-service, White, Female,24, United-States, <=50K
46, Bachelors, Never-married, Craft-repair, White, Female,40, United-States, <=50K
17, 9th, Never-married, Other-service, White, Male,6, United-States, <=50K
22, Some-college, Never-married, Handlers-cleaners, White, Male,30, United-States, <=50K
27, 10th, Never-married, Other-service, White, Male,40, United-States, <=50K
23, HS-grad, Never-married, Other-service, White, Female,35, United-States, <=50K
33, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male,45, Portugal, <=50K
43, Some-college, Married-civ-spouse, Craft-repair, White, Male,20, United-States, <=50K
28, Bachelors, Never-married, Prof-specialty, White, Male,20, United-States, <=50K
41, HS-grad, Married-spouse-absent, Craft-repair, White, Female,40, United-States, <=50K
52, 12th, Never-married, ?, Black, Male,40, United-States, <=50K
25, Some-college, Married-spouse-absent, Adm-clerical, Black, Female,20, United-States, <=50K
63, 1st-4th, Married-civ-spouse, ?, White, Male,35, United-States, <=50K
59, HS-grad, Married-civ-spouse, Transport-moving, White, Male,45, United-States, <=50K
45, Bachelors, Divorced, Prof-specialty, White, Female,40, United-States, <=50K
38, Bachelors, Married-civ-spouse, Sales, White, Male,60, United-States, >50K
40, HS-grad, Never-married, Other-service, White, Female,35, United-States, <=50K
46, HS-grad, Divorced, Adm-clerical, White, Male,40, United-States, <=50K
35, Assoc-acdm, Never-married, Exec-managerial, White, Female,60, United-States, <=50K
34, HS-grad, Divorced, Prof-specialty, White, Female,25, United-States, <=50K
33, Bachelors, Never-married, Craft-repair, White, Male,20, United-States, <=50K
41, HS-grad, Divorced, Adm-clerical, White, Female,36, United-States, <=50K
20, Some-college, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
23, 5th-6th, Never-married, Other-service, White, Male,40, El-Salvador, <=50K
26, Some-college, Never-married, Prof-specialty, White, Female,35, United-States, <=50K
72, HS-grad, Married-civ-spouse, ?, White, Male,20, United-States, <=50K
23, HS-grad, Never-married, Farming-fishing, White, Male,40, Poland, <=50K
62, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
52, Some-college, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
58, Some-college, Divorced, Other-service, White, Female,42, France, <=50K
25, Bachelors, Never-married, Sales, White, Female,40, United-States, <=50K
24, Bachelors, Never-married, Exec-managerial, Black, Male,40, United-States, <=50K
19, Some-college, Never-married, Protective-serv, White, Male,8, United-States, <=50K
43, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
47, HS-grad, Separated, Adm-clerical, Black, Female,40, United-States, <=50K
39, HS-grad, Divorced, Other-service, White, Female,40, United-States, <=50K
49, Assoc-voc, Married-spouse-absent, Handlers-cleaners, White, Male,42, United-States, <=50K
53, 5th-6th, Widowed, ?, Black, Female,30, United-States, <=50K
32, Assoc-voc, Never-married, Craft-repair, White, Male,45, United-States, <=50K
34, Some-college, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
28, HS-grad, Divorced, Craft-repair, White, Male,45, United-States, <=50K
57, Assoc-voc, Widowed, ?, White, Female,38, United-States, <=50K
25, Some-college, Never-married, Adm-clerical, Amer-Indian-Eskimo, Female,20, United-States, <=50K
20, Some-college, Never-married, ?, White, Male,24, United-States, <=50K
21, Some-college, Never-married, ?, White, Female,35, United-States, <=50K
34, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
38, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,80, United-States, >50K
50, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
24, Some-college, Divorced, Handlers-cleaners, Black, Male,50, United-States, <=50K
37, Some-college, Married-civ-spouse, Tech-support, White, Male,45, United-States, >50K
44, Some-college, Divorced, Machine-op-inspct, White, Male,58, United-States, >50K
28, Some-college, Married-civ-spouse, Sales, White, Female,40, United-States, <=50K
42, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
74, Some-college, Divorced, Adm-clerical, White, Female,9, United-States, <=50K
38, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
44, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
44, 11th, Divorced, Machine-op-inspct, Other, Female,46, Puerto-Rico, <=50K
26, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
36, HS-grad, Married-civ-spouse, Other-service, Black, Male,40, United-States, <=50K
41, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female,50, United-States, >50K
67, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,48, United-States, >50K
39, 12th, Married-civ-spouse, Tech-support, White, Male,50, United-States, <=50K
57, 1st-4th, Widowed, Priv-house-serv, Black, Female,30, United-States, <=50K
29, Assoc-voc, Separated, Craft-repair, White, Male,40, United-States, <=50K
31, Bachelors, Never-married, Farming-fishing, White, Female,45, United-States, <=50K
34, HS-grad, Never-married, ?, Black, Female,40, United-States, <=50K
